pagePath,region,percentScrolled,eventName,newVsReturning,city,dateHour,crashFreeUsersRate,bounceRate,engagementRate,userEngagementDuration,scrolledUsers,totalUsers,sessions
/,California,,page_view,new,Compton,2023112220,1,0,1,0,0,1,1
/,California,,page_view,new,Fullerton,2023091721,1,1,0,0,0,1,1
/,California,,page_view,new,Los Angeles,2023092012,1,0,1,0,0,1,1
/,California,,page_view,new,Los Angeles,2023092207,1,0,1,0,0,1,1
/,Texas,,page_view,returning,San Antonio,2023090416,1,1,0,0,0,1,1
/,California,,page_view,new,Los Angeles,2023112318,1,0,1,0,0,1,1
/,California,,page_view,new,Murrieta,2023092121,1,0,1,0,0,1,1
/store/tshirt,Texas,,user_engagement,returning,San Antonio,2023090420,1,1,0,42,0,1,1
/,California,,page_view,new,Pico Rivera,2023092413,1,0,1,0,0,1,1
/,California,,page_view,new,Pittsburg,2023092115,1,0,1,0,0,1,1
/,California,,page_view,new,Sacramento,2023112211,1,1,0,0,0,1,1
/store/tshirt,Texas,,view_item,returning,San Antonio,2023090420,1,1,0,0,0,1,1
/,California,,page_view,new,San Francisco,2023092308,1,0,1,0,0,1,1
/store/tshirt,Texas,90,scroll,returning,San Antonio,2023090420,1,1,0,20,1,1,1
/,California,,page_view,new,Santa Clara,2023091809,1,0,1,0,0,1,1
/,California,,page_view,new,Santa Rosa,2023092212,1,0,1,0,0,1,1
/,California,,page_view,new,Tahoe Vista,2023092023,1,0,1,0,0,1,1
/,New Jersey,,page_view,new,Clifton,2023090508,1,1,0,0,0,1,1
/,California,,page_view,new,Upland,2023092307,1,1,0,0,0,1,1
/,California,,session_start,new,(not set),2023090412,1,1,0,0,0,1,1
/,California,,session_start,new,(not set),2023091512,1,1,0,0,0,1,1
/,California,,session_start,new,Anaheim,2023092315,1,0,1,0,0,1,1
/,California,,session_start,new,Anaheim,2023092402,1,1,0,0,0,1,1
/,California,,session_start,new,Carlsbad,2023092022,1,0,1,0,0,1,1
/,California,,session_start,new,Compton,2023112219,1,0,1,0,0,1,1
/,California,,session_start,new,Fullerton,2023091721,1,1,0,0,0,1,1
/,California,,session_start,new,Los Angeles,2023092012,1,0,1,0,0,1,1
/,California,,session_start,new,Los Angeles,2023092207,1,0,1,0,0,1,1
/,California,,session_start,new,Los Angeles,2023092415,1,0,1,0,0,1,1
/,California,,session_start,new,Los Angeles,2023112318,1,0,1,0,0,1,1
/,California,,session_start,new,Murrieta,2023092121,1,0,1,0,0,1,1
/,California,,session_start,new,Oxnard,2023092207,1,1,0,0,0,1,1
/,California,,session_start,new,Pico Rivera,2023092413,1,0,1,0,0,1,1
/,California,,session_start,new,Pittsburg,2023092115,1,0,1,0,0,1,1
/,California,,session_start,new,Sacramento,2023112211,1,1,0,0,0,1,1
/,California,,session_start,new,San Francisco,2023092203,1,0,1,0,0,1,1
/,California,,session_start,new,San Francisco,2023092308,1,0,1,0,0,1,1
/,California,,session_start,new,Sanger,2023092119,1,1,0,0,0,1,1
/,California,,session_start,new,Santa Clara,2023091809,1,0,1,0,0,1,1
/,California,,session_start,new,Santa Rosa,2023092212,1,0,1,0,0,1,1
/,California,,session_start,new,Tahoe Vista,2023092023,1,0,1,0,0,1,1
/,California,,session_start,new,Tulare,2023092214,1,1,0,0,0,1,1
/,California,,session_start,new,Upland,2023092307,1,1,0,0,0,1,1
/,California,,user_engagement,new,Los Angeles,2023092207,1,0,1,1,0,1,1
/,California,,user_engagement,new,Pico Rivera,2023092413,1,0,1,2,0,1,1
/,California,,user_engagement,new,Pittsburg,2023092115,1,0,1,1,0,1,1
/,Texas,,page_view,returning,San Antonio,2023090618,1,1,0,0,0,1,1
/,California,,user_engagement,new,Santa Clara,2023091809,1,0,1,2,0,1,1
/,California,90,scroll,new,Anaheim,2023092315,1,0,1,0,1,1,1
/,California,90,scroll,new,Anaheim,2023092402,1,1,0,0,1,1,1
/,California,90,scroll,new,Carlsbad,2023092022,1,0,1,0,1,1,1
/,California,90,scroll,new,Compton,2023112220,1,0,1,0,1,1,1
/,Texas,,user_engagement,returning,San Antonio,2023090618,1,1,0,1,0,1,1
/,California,90,scroll,new,Los Angeles,2023092207,1,0,1,0,1,1,1
/,California,90,scroll,new,Los Angeles,2023092415,1,0,1,0,1,1,1
/collections/all,Texas,,page_view,returning,San Antonio,2023090618,1,1,0,0,0,1,1
/,California,90,scroll,new,Murrieta,2023092121,1,0,1,0,1,1,1
/,California,90,scroll,new,Pico Rivera,2023092413,1,0,1,0,1,1,1
/,California,90,scroll,new,Sacramento,2023112211,1,1,0,0,1,1,1
/store/stickers,Texas,,page_view,returning,San Antonio,2023090618,1,1,0,0,0,1,1
/,California,90,scroll,new,Santa Rosa,2023092212,1,0,1,0,1,1,1
/,California,90,scroll,new,Tahoe Vista,2023092023,1,0,1,0,1,1,1
/store/stickers,Texas,90,scroll,returning,San Antonio,2023090618,1,1,0,0,1,1,1
/,Chihuahua,,first_visit,new,Ciudad Juarez,2023112306,1,1,0,0,0,1,1
/,Chihuahua,,page_view,new,Ciudad Juarez,2023112306,1,1,0,0,0,1,1
/,Chihuahua,,session_start,new,Ciudad Juarez,2023112306,1,1,0,0,0,1,1
/,Chihuahua,90,scroll,new,Ciudad Juarez,2023112306,1,1,0,0,1,1,1
/,Colorado,,first_visit,new,Aurora,2023091920,1,0,1,0,0,1,1
/,Colorado,,first_visit,new,Castle Rock,2023091807,1,0,1,0,0,1,1
/,Colorado,,page_view,new,Aurora,2023091920,1,0,1,0,0,1,1
/,Colorado,,page_view,new,Castle Rock,2023091807,1,0,1,0,0,1,1
/,Colorado,,session_start,new,Aurora,2023091920,1,0,1,0,0,1,1
/,Colorado,,session_start,new,Castle Rock,2023091807,1,0,1,0,0,1,1
/,County Dublin,,page_view,new,Dublin,2023090623,1,1,0,0,0,1,1
/,County Dublin,,first_visit,new,Dublin,2023090318,1,1,0,0,0,1,1
/,County Dublin,,first_visit,new,Dublin,2023090319,1,1,0,0,0,2,2
/,County Dublin,,first_visit,new,Dublin,2023090516,1,1,0,0,0,1,1
/,County Dublin,,first_visit,new,Dublin,2023090623,1,1,0,0,0,1,1
/,County Dublin,,first_visit,new,Dublin,2023090812,1,1,0,0,0,1,1
/,County Dublin,,first_visit,new,Dublin,2023102222,1,1,0,0,0,1,1
/,County Dublin,,first_visit,new,Dublin,2023110621,1,1,0,0,0,1,1
/,County Dublin,,first_visit,new,Dublin,2023112219,1,1,0,0,0,1,1
/,County Dublin,,page_view,new,Dublin,2023090318,1,1,0,0,0,1,1
/,North Carolina,,page_view,new,Forest City,2023090717,1,1,0,0,0,1,1
/,County Dublin,,page_view,new,Dublin,2023090516,1,1,0,0,0,1,1
/,(not set),,page_view,new,(not set),2023090817,1,1,0,0,0,1,1
/,County Dublin,,page_view,new,Dublin,2023090812,1,1,0,0,0,1,1
/,County Dublin,,page_view,new,Dublin,2023102222,1,1,0,0,0,1,1
/,County Dublin,,page_view,new,Dublin,2023110621,1,1,0,0,0,1,1
/,County Dublin,,page_view,new,Dublin,2023112219,1,1,0,0,0,1,1
/,County Dublin,,session_start,new,Dublin,2023090318,1,1,0,0,0,1,1
/,County Dublin,,session_start,new,Dublin,2023090319,1,1,0,0,0,2,2
/,County Dublin,,session_start,new,Dublin,2023090516,1,1,0,0,0,1,1
/,County Dublin,,session_start,new,Dublin,2023090623,1,1,0,0,0,1,1
/,County Dublin,,session_start,new,Dublin,2023090812,1,1,0,0,0,1,1
/,County Dublin,,session_start,new,Dublin,2023102222,1,1,0,0,0,1,1
/,County Dublin,,session_start,new,Dublin,2023110621,1,1,0,0,0,1,1
/,County Dublin,,session_start,new,Dublin,2023112219,1,1,0,0,0,1,1
/,County Dublin,90,scroll,new,Dublin,2023090318,1,1,0,0,1,1,1
/,County Dublin,90,scroll,new,Dublin,2023090319,1,1,0,0,2,2,2
/,County Dublin,90,scroll,new,Dublin,2023090516,1,1,0,0,1,1,1
/,County Dublin,90,scroll,new,Dublin,2023090623,1,1,0,0,1,1,1
/,County Dublin,90,scroll,new,Dublin,2023090812,1,1,0,0,1,1,1
/,Delhi,,first_visit,new,Delhi,2023100603,1,0,1,0,0,1,1
/collections/all,Texas,,user_engagement,(not set),San Antonio,2023090821,1,1,0,0,0,1,1
/,Delhi,,session_start,new,Delhi,2023100603,1,0,1,0,0,1,1
/,Delhi,,user_engagement,new,Delhi,2023100603,1,0,1,8,0,1,1
/,Florida,,first_visit,new,Cutler Bay,2023092218,1,0,1,0,0,1,1
/,Florida,,first_visit,new,Ormond Beach,2023091805,1,1,0,0,0,1,1
/,Florida,,first_visit,new,Ruskin,2023092005,1,0,1,0,0,1,1
/,Florida,,first_visit,new,St. Cloud,2023092415,1,0,1,0,0,1,1
/,Florida,,page_view,new,Cutler Bay,2023092218,1,0,1,0,0,1,1
/,Florida,,page_view,new,Ormond Beach,2023091805,1,1,0,0,0,1,1
/collections/all,Telangana,,page_view,new,Hyderabad,2023091008,1,1,0,0,0,1,1
/,Florida,,page_view,new,St. Cloud,2023092415,1,0,1,0,0,1,1
/,Florida,,session_start,new,Cutler Bay,2023092218,1,0,1,0,0,1,1
/,Florida,,session_start,new,Ormond Beach,2023091805,1,1,0,0,0,1,1
/,Florida,,session_start,new,Ruskin,2023092005,1,0,1,0,0,1,1
/,Florida,,session_start,new,St. Cloud,2023092415,1,0,1,0,0,1,1
/,Florida,,user_engagement,new,Cutler Bay,2023092218,1,0,1,1,0,1,1
/,Florida,90,scroll,new,Cutler Bay,2023092218,1,0,1,0,1,1,1
/,Texas,90,scroll,returning,San Antonio,2023091021,1,1,0,8,1,1,1
/,Georgia,,first_visit,new,Atlanta,2023092003,1,0,1,0,0,1,1
/,Georgia,,first_visit,new,Atlanta,2023092117,1,0,1,0,0,1,1
/,Georgia,,first_visit,new,Atlanta,2023112316,1,0,1,0,0,1,1
/,Georgia,,first_visit,new,LaGrange,2023112323,1,0,1,0,0,1,1
/,Georgia,,page_view,new,Atlanta,2023092003,1,0,1,0,0,1,1
/,Georgia,,page_view,new,Atlanta,2023092117,1,0,1,0,0,1,1
/,Georgia,,page_view,new,Atlanta,2023112316,1,0,1,0,0,1,1
/,Georgia,,page_view,new,LaGrange,2023112323,1,0,1,0,0,1,1
/,Georgia,,session_start,new,Atlanta,2023092003,1,0,1,0,0,1,1
/,Georgia,,session_start,new,Atlanta,2023092117,1,0,1,0,0,1,1
/,Georgia,,session_start,new,Atlanta,2023112316,1,0,1,0,0,1,1
/,Georgia,,session_start,new,LaGrange,2023112323,1,0,1,0,0,1,1
/collections/all,Texas,,page_view,returning,San Antonio,2023091021,1,1,0,0,0,1,1
/,Alabama,,page_view,new,Brewton,2023091108,1,1,0,0,0,1,1
/,Alabama,90,scroll,new,Brewton,2023091108,1,1,0,2,1,1,1
/,Georgia,90,scroll,new,Atlanta,2023092117,1,0,1,0,1,1,1
/,Georgia,90,scroll,new,Atlanta,2023112316,1,0,1,0,1,1,1
/,Texas,,page_view,new,Eastland,2023091108,1,1,0,0,0,1,1
/,Gyeonggi-do,,first_visit,new,Seongnam-si,2023090400,1,1,0,0,0,1,1
/,Gyeonggi-do,,page_view,new,Seongnam-si,2023090400,1,1,0,0,0,1,1
/,Gyeonggi-do,,session_start,new,Seongnam-si,2023090400,1,1,0,0,0,1,1
/,Gyeonggi-do,90,scroll,new,Seongnam-si,2023090400,1,1,0,0,1,1,1
/,Hawaii,,first_visit,new,Honolulu,2023092323,1,0,1,0,0,1,1
/,Texas,,user_engagement,new,Eastland,2023091108,1,1,0,9,0,1,1
/,Hawaii,,session_start,new,Honolulu,2023092323,1,0,1,0,0,1,1
/,Hawaii,,user_engagement,new,Honolulu,2023092323,1,0,1,6,0,1,1
/,Illinois,,first_visit,new,Chicago,2023092303,1,0,1,0,0,1,1
/,Illinois,,first_visit,new,Sparta,2023092919,1,0,1,0,0,1,1
/,Illinois,,page_view,new,Chicago,2023092303,1,0,1,0,0,1,1
/,Texas,90,scroll,new,McCamey,2023091108,1,1,0,15,1,1,1
/,Illinois,,session_start,new,Chicago,2023092303,1,0,1,0,0,1,1
/,Illinois,,session_start,new,Sparta,2023092919,1,0,1,0,0,1,1
/,Illinois,,user_engagement,new,Chicago,2023092303,1,0,1,1,0,1,1
/,Illinois,,user_engagement,new,Sparta,2023092919,1,0,1,5,0,1,1
/collections/all,Alabama,90,scroll,new,Brewton,2023091108,1,1,0,2,1,1,1
/,Illinois,90,scroll,new,Sparta,2023092919,1,0,1,4,1,1,1
/,Indiana,,first_visit,new,Hammond,2023112308,1,1,0,0,0,1,1
/,Indiana,,first_visit,new,Noblesville,2023092417,1,0,1,0,0,1,1
/,Indiana,,page_view,new,Hammond,2023112308,1,1,0,0,0,1,1
/pages/contact,Texas,,page_view,new,Eastland,2023091108,1,1,0,0,0,1,1
/,Indiana,,session_start,new,Hammond,2023112308,1,1,0,0,0,1,1
/,Indiana,,session_start,new,Noblesville,2023092417,1,0,1,0,0,1,1
/,Indiana,90,scroll,new,Hammond,2023112308,1,1,0,0,1,1,1
/,Indiana,90,scroll,new,Noblesville,2023092417,1,0,1,0,1,1,1
/,Iowa,,first_visit,new,Altoona,2023090319,1,1,0,0,0,1,1
/,Iowa,,first_visit,new,Altoona,2023090808,1,1,0,0,0,1,1
/,Iowa,,first_visit,new,Corydon,2023091919,1,1,0,0,0,1,1
/collections/all,Texas,,page_view,new,Corpus Christi,2023091111,1,1,0,0,0,1,1
/,Iowa,,page_view,new,Altoona,2023090808,1,1,0,0,0,1,1
/,Iowa,,page_view,new,Corydon,2023091919,1,1,0,0,0,1,1
/,Iowa,,session_start,new,Altoona,2023090319,1,1,0,0,0,1,1
/,Iowa,,session_start,new,Altoona,2023090808,1,1,0,0,0,1,1
/,Iowa,,session_start,new,Corydon,2023091919,1,1,0,0,0,1,1
/,Iowa,90,scroll,new,Altoona,2023090808,1,1,0,0,1,1,1
/,Kansas,,first_visit,new,Kansas City,2023092216,1,0,1,0,0,1,1
/,Kansas,,page_view,new,Kansas City,2023092216,1,0,1,0,0,1,1
/,Kansas,,session_start,new,Kansas City,2023092216,1,0,1,0,0,1,1
/pages/contact,Texas,,user_engagement,new,Corpus Christi,2023091111,1,1,0,16,0,1,1
/,Louisiana,,first_visit,new,Denham Springs,2023092217,1,1,0,0,0,1,1
/,Louisiana,,first_visit,new,Ponchatoula,2023112217,1,0,1,0,0,1,1
/,Louisiana,,page_view,new,Denham Springs,2023092217,1,1,0,0,0,1,1
/,Louisiana,,page_view,new,Ponchatoula,2023112217,1,0,1,0,0,1,1
/,Louisiana,,session_start,new,Denham Springs,2023092217,1,1,0,0,0,1,1
/,Louisiana,,session_start,new,Ponchatoula,2023112217,1,0,1,0,0,1,1
/,Louisiana,90,scroll,new,Ponchatoula,2023112217,1,0,1,0,1,1,1
/,Maryland,,first_visit,new,Annapolis,2023092116,1,0,1,0,0,1,1
/,Maryland,,first_visit,new,Cockeysville,2023090720,1,1,0,0,0,1,1
/,Maryland,,first_visit,new,College Park,2023112312,1,0,1,0,0,1,1
/pages/contact,Texas,90,scroll,new,Corpus Christi,2023091111,1,1,0,0,1,1,1
/,Maryland,,page_view,new,Cockeysville,2023090720,1,1,0,0,0,1,1
/,Maryland,,page_view,new,College Park,2023112312,1,0,1,0,0,1,1
/,Maryland,,session_start,new,Annapolis,2023092116,1,0,1,0,0,1,1
/,Maryland,,session_start,new,Cockeysville,2023090720,1,1,0,0,0,1,1
/,Maryland,,session_start,new,College Park,2023112312,1,0,1,0,0,1,1
/collections/all,Texas,,user_engagement,returning,San Antonio,2023091112,1,1,0,0,0,1,1
/,Maryland,90,scroll,new,Annapolis,2023092116,1,0,1,0,1,1,1
/,Maryland,90,scroll,new,College Park,2023112312,1,0,1,0,1,1,1
/,Masovian Voivodeship,,first_visit,new,Warsaw,2023111111,1,1,0,0,0,1,1
/,Masovian Voivodeship,,page_view,new,Warsaw,2023111111,1,1,0,0,0,1,1
/,Masovian Voivodeship,,session_start,new,Warsaw,2023111111,1,1,0,0,0,1,1
/,Massachusetts,,first_visit,new,Billerica,2023091811,1,1,0,0,0,1,1
/,Massachusetts,,page_view,new,Billerica,2023091811,1,1,0,0,0,1,1
/,Massachusetts,,session_start,new,Billerica,2023091811,1,1,0,0,0,1,1
/,Michigan,,first_visit,new,St. Clair Shores,2023092021,1,0,1,0,0,1,1
/,Michigan,,page_view,new,St. Clair Shores,2023092021,1,0,1,0,0,1,1
/,Michigan,,session_start,new,St. Clair Shores,2023092021,1,0,1,0,0,1,1
/,Michigan,90,scroll,new,St. Clair Shores,2023092021,1,0,1,0,1,1,1
/,Minnesota,,first_visit,new,Maple Grove,2023091918,1,1,0,0,0,1,1
/,Minnesota,,first_visit,new,Rochester,2023092415,1,0,1,0,0,1,1
/,Minnesota,,first_visit,new,West Saint Paul,2023092005,1,0,1,0,0,1,1
/,Minnesota,,page_view,new,Maple Grove,2023091918,1,1,0,0,0,1,1
/,Minnesota,,page_view,new,Rochester,2023092415,1,0,1,0,0,1,1
/,Texas,,page_view,returning,San Antonio,2023091119,1,1,0,0,0,1,1
/,Minnesota,,session_start,new,Maple Grove,2023091918,1,1,0,0,0,1,1
/,Minnesota,,session_start,new,Rochester,2023092415,1,0,1,0,0,1,1
/,Minnesota,,session_start,new,West Saint Paul,2023092005,1,0,1,0,0,1,1
/,Minnesota,,user_engagement,new,West Saint Paul,2023092005,1,0,1,1,0,1,1
/store/hat,Texas,,page_view,returning,San Antonio,2023091119,1,1,0,0,0,1,1
/,Minnesota,90,scroll,new,West Saint Paul,2023092005,1,0,1,0,1,1,1
/,Missouri,,first_visit,new,Wildwood,2023112310,1,0,1,0,0,1,1
/,Missouri,,page_view,new,Wildwood,2023112310,1,0,1,0,0,1,1
/,Missouri,,session_start,new,Wildwood,2023112310,1,0,1,0,0,1,1
/,Missouri,90,scroll,new,Wildwood,2023112310,1,0,1,0,1,1,1
/,Nebraska,,first_visit,new,Lincoln,2023091817,1,1,0,0,0,1,1
/,Nebraska,,first_visit,new,Omaha,2023092305,1,1,0,0,0,1,1
/store/hat,Texas,,view_item,returning,San Antonio,2023091119,1,1,0,0,0,1,1
/,Nebraska,,page_view,new,Omaha,2023092305,1,1,0,0,0,1,1
/,Nebraska,,session_start,new,Lincoln,2023091817,1,1,0,0,0,1,1
/,Nebraska,,session_start,new,Omaha,2023092305,1,1,0,0,0,1,1
/,Nebraska,,user_engagement,new,Falls City,2023092207,1,0,1,8,0,1,1
/,New Jersey,,first_visit,new,Clifton,2023090508,1,1,0,0,0,1,1
/,New Jersey,,first_visit,new,Oradell,2023091817,1,0,1,0,0,1,1
/,Texas,,page_view,returning,San Antonio,2023091714,1,0,1,0,0,1,2
/,New Jersey,,page_view,new,Oradell,2023091817,1,0,1,0,0,1,1
/,New Jersey,,session_start,new,Clifton,2023090508,1,1,0,0,0,1,1
/,New Jersey,,session_start,new,Oradell,2023091817,1,0,1,0,0,1,1
/,New Jersey,,user_engagement,new,Oradell,2023091817,1,0,1,1,0,1,1
/,New Mexico,,first_visit,new,Albuquerque,2023091721,1,0,1,0,0,1,1
/,New Mexico,,first_visit,new,Las Cruces,2023092018,1,0,1,0,0,1,1
/pages/contact,Texas,90,scroll,returning,San Antonio,2023091714,1,0,1,0,1,1,2
/,New Mexico,,page_view,new,Las Cruces,2023092018,1,0,1,0,0,1,1
/,New Mexico,,session_start,new,Albuquerque,2023091721,1,0,1,0,0,1,1
/,New Mexico,,session_start,new,Las Cruces,2023092018,1,0,1,0,0,1,1
/,New Mexico,,user_engagement,new,Albuquerque,2023091721,1,0,1,1,0,1,1
/,New Mexico,,user_engagement,new,Las Cruces,2023092018,1,0,1,2,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023091716,1,0,1,22,0,1,1
/,New Mexico,90,scroll,new,Las Cruces,2023092018,1,0,1,0,1,1,1
/,New York,,first_visit,new,Deer Park,2023092416,1,0,1,0,0,1,1
/,New York,,first_visit,new,New York,2023091417,1,1,0,0,0,1,1
/,New York,,first_visit,new,New York,2023092111,1,1,0,0,0,1,1
/,New York,,first_visit,new,New York,2023092120,1,1,0,0,0,1,1
/,New York,,first_visit,new,New York,2023092315,1,1,0,0,0,1,1
/,New York,,first_visit,new,New York,2023092418,1,0,1,0,0,1,1
/,New York,,first_visit,new,New York,2023100812,1,1,0,0,0,1,1
/,New York,,first_visit,new,New York,2023110513,1,1,0,0,0,1,1
/,New York,,page_view,new,Deer Park,2023092416,1,0,1,0,0,1,1
/,New York,,page_view,new,New York,2023091417,1,1,0,0,0,1,1
/store/hat,Texas,,user_engagement,returning,San Antonio,2023091719,1,0,1,23,0,1,1
/,New York,,page_view,new,New York,2023092120,1,1,0,0,0,1,1
/,New York,,page_view,new,New York,2023092315,1,1,0,0,0,1,1
/,New York,,page_view,new,New York,2023092418,1,0,1,0,0,1,1
/,New Mexico,,page_view,new,Albuquerque,2023091721,1,0,1,0,0,1,1
/,New York,,page_view,new,New York,2023110513,1,1,0,0,0,1,1
/,New York,,session_start,new,Deer Park,2023092416,1,0,1,0,0,1,1
/,New York,,session_start,new,New York,2023091417,1,1,0,0,0,1,1
/,New York,,session_start,new,New York,2023092111,1,1,0,0,0,1,1
/,New York,,session_start,new,New York,2023092120,1,1,0,0,0,1,1
/,New York,,session_start,new,New York,2023092315,1,1,0,0,0,1,1
/,New York,,session_start,new,New York,2023092418,1,0,1,0,0,1,1
/,New York,,session_start,new,New York,2023100812,1,1,0,0,0,1,1
/,New York,,session_start,new,New York,2023110513,1,1,0,0,0,1,1
/,New York,,user_engagement,new,New York,2023092418,1,0,1,2,0,1,1
/,New York,90,scroll,new,Deer Park,2023092416,1,0,1,0,1,1,1
/,New York,90,scroll,new,New York,2023092315,1,1,0,0,1,1,1
/,New Mexico,90,scroll,new,Albuquerque,2023091721,1,0,1,0,1,1,1
/,Norrbotten County,,first_visit,new,Lulea,2023090319,1,1,0,0,0,3,3
/,Norrbotten County,,page_view,new,Lulea,2023090319,1,1,0,0,0,3,3
/,Norrbotten County,,session_start,new,Lulea,2023090319,1,1,0,0,0,3,3
/,Norrbotten County,90,scroll,new,Lulea,2023090319,1,1,0,0,2,2,2
/,North Carolina,,first_visit,new,(not set),2023092103,1,0,1,0,0,1,1
/,North Carolina,,first_visit,new,Cary,2023091811,1,1,0,0,0,1,1
/,North Carolina,,first_visit,new,Forest City,2023090318,1,1,0,0,0,1,1
/,North Carolina,,first_visit,new,Forest City,2023090319,1,1,0,0,0,2,2
/,North Carolina,,first_visit,new,Forest City,2023090717,1,1,0,0,0,1,1
/,North Carolina,,first_visit,new,Forest City,2023090722,1,1,0,0,0,1,1
/,North Carolina,,first_visit,new,Forest City,2023092221,1,1,0,0,0,1,1
/,North Carolina,,first_visit,new,Forest City,2023092323,1,1,0,0,0,1,1
/,Texas,,page_view,new,Houston,2023091721,1,0,1,0,0,1,1
/,North Carolina,,page_view,new,Cary,2023091811,1,1,0,0,0,1,1
/,North Carolina,,page_view,new,Forest City,2023090318,1,1,0,0,0,1,1
/,North Carolina,,page_view,new,Forest City,2023090319,1,1,0,0,0,2,2
/collections/all,New Mexico,,page_view,new,Albuquerque,2023091721,1,0,1,0,0,1,1
/,North Carolina,,page_view,new,Forest City,2023090722,1,1,0,0,0,1,1
/,North Carolina,,page_view,new,Forest City,2023092221,1,1,0,0,0,1,1
/,North Carolina,,page_view,new,Forest City,2023092323,1,1,0,0,0,1,1
/,North Carolina,,session_start,new,(not set),2023092103,1,0,1,0,0,1,1
/,North Carolina,,session_start,new,Cary,2023091811,1,1,0,0,0,1,1
/,North Carolina,,session_start,new,Forest City,2023090318,1,1,0,0,0,1,1
/,North Carolina,,session_start,new,Forest City,2023090319,1,1,0,0,0,2,2
/,North Carolina,,session_start,new,Forest City,2023090717,1,1,0,0,0,1,1
/,North Carolina,,session_start,new,Forest City,2023090722,1,1,0,0,0,1,1
/,North Carolina,,session_start,new,Forest City,2023092221,1,1,0,0,0,1,1
/,North Carolina,,session_start,new,Forest City,2023092323,1,1,0,0,0,1,1
/,North Carolina,90,scroll,new,(not set),2023092103,1,0,1,0,1,1,1
/,North Carolina,90,scroll,new,Forest City,2023090318,1,1,0,0,1,1,1
/collections/all,Texas,,page_view,new,San Antonio,2023091806,1,0,1,0,0,1,1
/,North Carolina,90,scroll,new,Forest City,2023090717,1,1,0,0,1,1,1
/,North Carolina,90,scroll,new,Forest City,2023090722,1,1,0,0,1,1,1
/,Ohio,,first_visit,new,Cincinnati,2023091917,1,0,1,0,0,1,1
/,Ohio,,first_visit,new,Cincinnati,2023112216,1,0,1,0,0,1,1
/,Ohio,,first_visit,new,Columbus,2023090703,1,1,0,0,0,1,1
/,Ohio,,first_visit,new,Columbus,2023091220,1,1,0,0,0,1,1
/,Ohio,,first_visit,new,Columbus,2023091803,1,1,0,0,0,1,1
/,Ohio,,first_visit,new,Columbus,2023091816,1,0,1,0,0,1,1
/,Ohio,,first_visit,new,Columbus,2023092308,1,1,0,0,0,1,1
/,Ohio,,first_visit,new,Columbus,2023100109,1,1,0,0,0,1,1
/,Ohio,,first_visit,new,Riverside,2023092315,1,1,0,0,0,1,1
/,Ohio,,page_view,new,Cincinnati,2023091917,1,0,1,0,0,1,1
/collections/all,Texas,,user_engagement,new,San Antonio,2023091806,1,0,1,6,0,1,1
/,Ohio,,page_view,new,Columbus,2023090703,1,1,0,0,0,1,1
/,Ohio,,page_view,new,Columbus,2023091220,1,1,0,0,0,1,1
/,Ohio,,page_view,new,Columbus,2023091803,1,1,0,0,0,1,1
/,Ohio,,page_view,new,Columbus,2023091816,1,0,1,0,0,1,1
/,Ohio,,page_view,new,Columbus,2023092308,1,1,0,0,0,1,1
/,Ohio,,page_view,new,Columbus,2023100109,1,1,0,0,0,1,1
/,Ohio,,page_view,new,Riverside,2023092315,1,1,0,0,0,1,1
/,Ohio,,session_start,new,Cincinnati,2023091917,1,0,1,0,0,1,1
/,Ohio,,session_start,new,Cincinnati,2023112216,1,0,1,0,0,1,1
/,Ohio,,session_start,new,Columbus,2023090703,1,1,0,0,0,1,1
/,Ohio,,session_start,new,Columbus,2023091220,1,1,0,0,0,1,1
/,Ohio,,session_start,new,Columbus,2023091803,1,1,0,0,0,1,1
/,Ohio,,session_start,new,Columbus,2023091816,1,0,1,0,0,1,1
/,Ohio,,session_start,new,Columbus,2023092308,1,1,0,0,0,1,1
/,Ohio,,session_start,new,Columbus,2023100109,1,1,0,0,0,1,1
/,Ohio,,session_start,new,Riverside,2023092315,1,1,0,0,0,1,1
/,Ohio,,user_engagement,new,Cincinnati,2023112216,1,0,1,4,0,1,1
/,Ohio,,user_engagement,new,Columbus,2023091220,1,1,0,5,0,1,1
/,Colorado,90,scroll,new,Castle Rock,2023091807,1,0,1,0,1,1,1
/,Ohio,90,scroll,new,Cincinnati,2023112216,1,0,1,5,1,1,1
/,Ohio,90,scroll,new,Columbus,2023091220,1,1,0,0,1,1,1
/,Ohio,90,scroll,new,Columbus,2023091803,1,1,0,0,1,1,1
/,Oklahoma,,first_visit,new,Broken Arrow,2023092204,1,0,1,0,0,1,1
/,Oklahoma,,page_view,new,Broken Arrow,2023092204,1,0,1,0,0,1,1
/,Oklahoma,,session_start,new,Broken Arrow,2023092204,1,0,1,0,0,1,1
/collections/all,California,90,scroll,new,Santa Clara,2023091809,1,0,1,7,1,1,1
/,Ontario,,first_visit,new,Toronto,2023092412,1,0,1,0,0,1,1
/,Ontario,,page_view,new,Toronto,2023092412,1,0,1,0,0,1,1
/,Ontario,,session_start,new,Toronto,2023092412,1,0,1,0,0,1,1
/,Ontario,90,scroll,new,Toronto,2023092412,1,0,1,0,1,1,1
/,Oregon,,first_visit,new,Boardman,2023100713,1,1,0,0,0,1,1
/,Oregon,,first_visit,new,Boardman,2023101502,1,1,0,0,0,1,1
